# Productos retirados de PRE el 20-09-2026 por decision del dueno: MOQ > 1.
# NO SE RECARGAN. La norma de carga admitia MOQ 1 y 2; el dueno decidio retirar tambien los
# de MOQ 2, incluidos DOS que el mismo habia marcado como verificados (733154477435, 895606674206).
# Ninguno tenia pedidos. Borrado por SQL directo, sin pasar por la API: no se publico al bus,
# asi que produccion NO se ve afectada.
external_id	moq	verificado	estado	titulo_es
861414460760	100	false	ACTIVE	Conjunto de lencería de doncella con cintas, para disfraz y juego de rol
992024160681	100	false	ACTIVE	Conjunto de lencería de encaje transparente para mujer
997690205582	100	false	ACTIVE	Top corsé de malla a rayas con varillas, perfecto para fiestas
1050311325432	60	false	ACTIVE	Mono corto de mujer con tirantes y talle ceñido
1057459178712	50	false	ACTIVE	Top de tirantes con varillas, bordado floral, mariposas y lentejuelas
1065998976718	50	false	ACTIVE	Mallas de deporte lisas muy elásticas con cintura cruzada, para yoga y running
1066476795013	50	false	ACTIVE	Pareo de crochet calado con flecos para la playa
1067332038580	50	false	ACTIVE	Pareo playero de crochet calado con flecos, para llevar sobre el bikini
1067334806266	50	false	ACTIVE	Bikini de crochet con conchas caladas y cuello halter anudado
1067649829034	50	false	ACTIVE	Top de playa bohemio de crochet calado con flecos
1068342605857	50	false	ACTIVE	Falda corta de crochet calado con conchas y cordones laterales, para playa
1068356897453	50	false	ACTIVE	Conjunto playero de malla calada con escote cruzado y bajo de flecos
1069319776478	50	false	ACTIVE	Vestido corto de playa de crochet calado con cuello en V
1069320524372	50	false	ACTIVE	Falda pareo de crochet calado con flecos largos y cordones
701794014298	40	false	ACTIVE	Gafas de sol de estilo retro con remaches, en colores vivos
1045007522575	31	false	ACTIVE	Conjunto de lencería de tres piezas con tul transparente, encaje y faja
1065183239430	31	false	ACTIVE	Conjunto de lencería de encaje calado ultrafino y transparente
1067535506977	31	false	ACTIVE	Conjunto de lencería de varias piezas en encaje de pestaña transparente
894825162928	31	false	ACTIVE	Conjunto de lencería erótica con bordados y transparencias
962096303362	31	false	ACTIVE	Conjunto de sujetador con aro en encaje transparente, fino y reductor
968985985070	31	false	ACTIVE	Conjunto de lencería de cuatro piezas en tul bordado con tiras cruzadas
998851269713	31	false	ACTIVE	Conjunto de sujetador de encaje bordado ultrafino con efecto reductor
726750954330	30	false	ACTIVE	Conjunto de lencería de cinco piezas con malla bordada, aros y cordones
875133222426	29	false	ACTIVE	Lencería de tres piezas con bordado floral, sujetador y detalles de encaje
875188851802	29	false	ACTIVE	Sujetador francés de encaje con aro blando y varillas, copa fina y con realce
1025859108788	22	false	ACTIVE	Conjunto de lencería de dos piezas con encaje transparente de pestaña
1012640649505	21	false	ACTIVE	Conjunto de lencería de dos piezas con encaje floral
1051572586687	21	false	ACTIVE	Conjunto de lencería de encaje calado y transparente, cuatro piezas
1052820811522	21	false	ACTIVE	Conjunto de lencería con sujetador de encaje y tul en contraste
1076009974947	21	false	ACTIVE	Conjunto de tres sujetadores de encaje suave con aro y buena sujeción
1076957847374	21	false	ACTIVE	Conjunto de lencería de encaje calado con leopardo y medias
1078080332668	21	false	ACTIVE	Conjunto de lencería de tres piezas con bordado floral
799291334309	21	false	ACTIVE	Conjunto de lencería de cuatro piezas con tul color piel, ajustado
902276689527	21	false	ACTIVE	Conjunto de lencería erótica de cuatro piezas estilo doncella, con tul y lazos
902502714582	21	false	ACTIVE	Bikini de dos piezas con estampado de leopardo para playa y piscina
991209675407	21	false	ACTIVE	Conjunto de sujetador con bordado de flores, transpirable y cómodo
993202246121	21	false	ACTIVE	Conjunto de lencería de disfraz con sujetador, corbata y falda plisada
995592122242	21	false	ACTIVE	Conjunto de lencería de dos piezas en malla transparente con calados
998143936485	21	false	ACTIVE	Conjunto de sujetador de encaje calado con detalle de corazón
999204557989	21	false	ACTIVE	Conjunto de dos piezas con sujetador de aro y bordado detallado
1046385470699	20	false	ACTIVE	Calzoncillos bóxer de hombre transpirables para deporte
749988184056	20	false	ACTIVE	Conjunto de lencería de cinco piezas con bordado, tul transparente y ligas
800356584593	20	false	ACTIVE	Braguita de algodón de mujer de tiro medio en blanco, negro o gris, tallas grandes
661970539636	12	false	ACTIVE	Braguitas de algodón para niña con puntilla, en varios estampados
1076920952276	10	false	ACTIVE	Camiseta térmica de hombre de manga larga, ceñida, de secado rápido
1219436141	10	false	ACTIVE	Calcetines de caña media unisex de un solo uso, en envase individual
605563983897	10	false	ACTIVE	Cinturón de hombre con hebilla automática y grabado tipo litchi, resistente
617043062774	10	false	ACTIVE	Zapatos derby de hombre con suela gruesa, acabado brillante y tachuelas
649890219024	10	false	ACTIVE	Túnica larga de playa holgada con tejido calado, para cubrir el bikini
928446781907	10	false	ACTIVE	Sujetador tipo top de encaje con tirantes desmontables, transpirable
963304922754	10	false	ACTIVE	Conjunto de lencería con bordado floral y top de tirantes
971745317511	10	false	ACTIVE	Camisón de tirantes en encaje rosa con lazos, conjunto de dos piezas
1004655668978	5	false	ACTIVE	Culotte deportivo de punto de talle alto para mujer con detalle de letras
1011409088484	5	false	ACTIVE	Top corsé sin mangas con varillas y hombros al aire, para llevar solo o debajo
1015573912109	5	false	ACTIVE	Top corsé de tirantes con abalorios en forma de copo de nieve y copas con relleno
1047950193408	5	false	ACTIVE	Pantalón de hombre de tejido vaquero fino 100% algodón con doble pinza
637926568717	5	false	ACTIVE	Sandalias de playa unisex, cómodas para casa y exterior, tallas grandes
638350471009	5	false	ACTIVE	Chanclas de dedo antideslizantes y resistentes, para playa y exterior
668660209893	5	false	ACTIVE	Boina infantil de cuadros estilo británico, con visera, para otoño-invierno
678128677364	5	false	ACTIVE	Tanga sin costuras de encaje calado y malla, transpirable y de tiro bajo
682088061305	5	false	ACTIVE	Corbata de hombre con cierre de cremallera, fácil de poner y quitar
775008332460	5	false	ACTIVE	Camiseta de hombre de manga larga ranglán con cuello henley, versátil
780131455958	5	false	ACTIVE	Bolso bandolera de rafia trenzada para niños, ideal para playa y vacaciones
783527562694	5	false	ACTIVE	Gorro de punto de lana unisex, de corte redondo y ajustado, para invierno
785954549135	5	false	ACTIVE	Falda de tubo de mujer de tiro alto, elástica y ajustada, ideal para oficina
838275023932	5	false	ACTIVE	Adornos navideños de copos de nieve aterciopelados para colgar
839338750809	5	false	ACTIVE	Conjunto de lencería de encaje francés, copa fina con aro blando y efecto push-up
861892482121	5	false	ACTIVE	Vestido largo de jacquard con cintura marcada, ideal para vacaciones
936408222138	5	false	ACTIVE	Tanga de encaje de tiro bajo en varios colores y tallas
938063329303	5	false	ACTIVE	Tanga de mujer con ribete de encaje en el borde
957614447684	5	false	ACTIVE	Camiseta de hombre de manga corta, de tejido ligero y corte casual
958532627340	5	false	ACTIVE	Tanga de encaje de tiro bajo con lazo, muy elástico y transpirable
991978996443	5	false	ACTIVE	Bóxer de hombre en color liso, transpirable y de corte sencillo
1025888940444	4	false	ACTIVE	Calzoncillos bóxer de hombre transpirables y holgados, también en tallas grandes
609171222193	4	false	ACTIVE	Bóxer de hombre con forro antibacteriano, cómodo y transpirable
642215893591	4	false	ACTIVE	Calcetines infantiles finos de algodón peinado, sin costuras, con malla
709780691666	4	false	ACTIVE	Calzoncillo bóxer liso de hombre, de tiro medio y transpirable
758781419468	4	false	ACTIVE	Calzoncillos de niño sin costuras con dibujos, 95% algodón
1008223471346	3	false	ACTIVE	Tanga de rejilla y encaje transparente con tiras ajustables
1008466003037	3	false	ACTIVE	Tanga de encaje con puntilla, talle bajo y tiras cruzadas, sin costuras
1012794498656	3	false	ACTIVE	Calzoncillos bóxer de hombre de algodón transpirable
1012863797245	3	false	ACTIVE	Mocasines de hombre con suela gruesa y forro polar, sin cordones
1015441745648	3	false	ACTIVE	Top corsé con abalorios, pedrería y cadena de perlas, ajustado
1022252901484	3	false	ACTIVE	Manoplas de algodón para recién nacido que evitan los arañazos
1024093855926	3	false	ACTIVE	Vestido tipo traje para mujer, elegante, ideal como uniforme de trabajo
1040586387365	3	false	ACTIVE	Conjunto de falda hawaiana de rafia para playa y sesiones de fotos
1041256916248	3	false	ACTIVE	Bolso tote de rafia trenzada de gran capacidad, de mano y bandolera
1041423246800	3	false	ACTIVE	Vestido con escote drapeado, manga de volante y talle ceñido, en contraste
1043816274158	3	false	ACTIVE	Vestido de corte en A con escote en pico y talle ceñido, elegante
1043941211163	3	false	ACTIVE	Zapatillas de lona de hombre con suela gruesa y blanda, con efecto alza
1045318180339	3	false	ACTIVE	Vestido de fiesta de lunares con escote en pico, fruncidos y talle ceñido
1046331906872	3	false	ACTIVE	Zapatillas blancas de hombre, ligeras y de suela blanda
1049976334699	3	false	ACTIVE	Disfraz de abeja y mariquita para Halloween, en tallas de niño y adulto
1050615620933	3	false	ACTIVE	Top corsé de tirantes con flores en relieve y varillas, ceñido, ideal para fiesta
1052804223767	3	false	ACTIVE	Braguita de algodón peinado de tiro medio, transpirable y elástica
1053309933254	3	false	ACTIVE	Vestido de lino liso con manga corta, sencillo y elegante
1055274527785	3	false	ACTIVE	Vestido largo con cuello en V y frunces, de estilo vacacional
1055704170071	3	false	ACTIVE	Vestido de tirantes con escote cuadrado, frunces y falda de corte sirena
1057156603675	3	false	ACTIVE	Top con varillas, cadenas de strass y flecos, tirantes desmontables
1057621416474	3	false	ACTIVE	Vestido largo sin mangas de cuello alto con calados y corte evasé
1058010384311	3	false	ACTIVE	Vestido de flores con manga farol, volantes y lazo
1058941143181	3	false	ACTIVE	Vestido largo de manga corta con lazo en la cintura
1060512278729	3	false	ACTIVE	Vestido midi ceñido con cuello solapa y botones, estilo francés
1060654471379	3	false	ACTIVE	Vestido liso de escote cuadrado con manga farol y falda plisada de vuelo
1060706053183	3	false	ACTIVE	Vestido de manga larga con cuello solapa, bolsillos y corte evasé
1060724313439	3	false	ACTIVE	Vestido midi efecto dos piezas de manga larga con falda plisada y talle ceñido
1061253232464	3	false	ACTIVE	Vestido floral de manga abullonada con talle ceñido y colores contrastados
1061479914207	3	false	ACTIVE	Vestido largo de tirantes anudados con botonadura y frunces en la cintura
1062639017495	3	false	ACTIVE	Vestido midi de tirantes con escote cuadrado y estampado de flores
1064007889445	3	false	ACTIVE	Top corsé palabra de honor con varillas y encaje, estilo cortesano
1069973475301	3	false	ACTIVE	Bóxer de hombre sin costuras en tejido sedoso, transpirable y elástico
1070219241224	3	false	ACTIVE	Vestido de manga larga con escote asimétrico, volantes y talle ceñido
1072525032073	3	false	ACTIVE	Top palabra de honor con bordado floral en relieve, varillas y espalda al aire
580922765767	3	false	ACTIVE	Tanga de algodón de tiro bajo con tiras finas dobles, para deporte
585330392017	3	false	ACTIVE	Braguita sin costuras de tiro bajo en tejido sedoso transparente
596353296735	3	false	ACTIVE	Tanga de encaje transparente sin costuras con topos, muy elástico
632687780326	3	false	ACTIVE	Tanga de tiro bajo con strass y corte alto de pierna
640654974464	3	false	ACTIVE	Set para recién nacido: gorrito, manoplas antiarañazos y patucos
641165241501	3	false	ACTIVE	Bolso pequeño cuadrado bandolera en colores combinados
641362131300	3	false	ACTIVE	Bolso redondo pequeño de mujer, de mano o bandolera
647634275842	3	false	ACTIVE	Tanga de tiro bajo en tejido sedoso con corte alto, para deporte
660166309444	3	false	ACTIVE	Bolso de mujer con lentejuelas, de hombro y bandolera, tamaño para el móvil
661379513545	3	false	ACTIVE	Bata larga de mujer en satén imitación seda, ideal como albornoz de novia
666338398481	3	false	ACTIVE	Tanga de encaje jacquard para mujer, transparente, disponible en tallas grandes
668693775012	3	false	ACTIVE	Pijama de lactancia en gasa de algodón, tipo kimono, para embarazo y posparto
674622958312	3	false	ACTIVE	Calzoncillos tipo bóxer para chicos y adolescentes
676069900841	3	false	ACTIVE	Calcetines de algodón para hombre, finos y transpirables, en caña media y tobilleros
679424698393	3	false	ACTIVE	Tanga de encaje transparente de tiro bajo con motivo floral de mariposa
685734007437	3	false	ACTIVE	Braguitas de algodón de mujer de tiro medio, sencillas, en blanco y negro
689994953890	3	false	ACTIVE	Bolso pequeño de mujer con cadena, de hombro y bandolera, tamaño para el móvil
698506399483	3	false	ACTIVE	Tanga sin costuras de tiro bajo para mujer, también en tallas grandes
705798973286	3	false	ACTIVE	Tanga de algodón acanalado para mujer, de tiro bajo
706208504594	3	false	ACTIVE	Conjunto de sujetador de encaje con copa fina, efecto realce y espalda en U
709258138467	3	false	ACTIVE	Pelele de ceremonia para bebé en algodón, ideal para salir
718558886347	3	false	ACTIVE	Bóxer de algodón transpirable para hombre con letras, de tiro medio
732809860178	3	false	ACTIVE	Bolso mini de mujer para el móvil con varios compartimentos para tarjetas
739401810880	3	false	ACTIVE	Tanga de mujer de tul transparente con letras, tiro bajo y sin costuras
745005087248	3	false	ACTIVE	Tanga de mujer en seda fría sin costuras, tiro bajo y letras en la cinturilla
753173682255	3	false	ACTIVE	Bolso tote de pana de gran capacidad, de mano, al hombro o cruzado
753321369347	3	false	ACTIVE	Tanga de encaje de mujer de tiro medio, favorecedor y cómodo
755976859005	3	false	ACTIVE	Conjunto de lencería de mujer con ribete de encaje y copa fina, tejido liso
756010276757	3	false	ACTIVE	Vestido largo de flores con manga abullonada y abertura, estilo romántico
757059435514	3	false	ACTIVE	Bóxer de hombre de algodón con tratamiento antibacteriano, holgado y transpirable
760294126248	3	false	ACTIVE	Tanga invisible de mujer de tiro bajo con detalle de brillantes
763206530645	3	false	ACTIVE	Body de lencería con bordado, cordones a la cintura y falda de tul en capas
769467332605	3	false	ACTIVE	Braguita de mujer en seda fría elástica con tul y encaje, en tallas grandes
770769562919	3	false	ACTIVE	Braguita de mujer de tiro medio con estampado de cerezas, suave y transpirable
791190941800	3	false	ACTIVE	Bóxer de hombre de algodón antibacteriano, de tiro medio y transpirable
797090888226	3	false	ACTIVE	Bolso de mujer de diseño con asa y bandolera, versátil para primavera y verano
800002231593	3	false	ACTIVE	Braguita de encaje de mujer de tiro medio con forro de algodón, tallas grandes
802849379531	3	false	ACTIVE	Cartera corta de hombre en piel vacuna, con cremallera y gran capacidad
807175993016	3	false	ACTIVE	Babero de bebé en seis capas de gasa de algodón, suave y absorbente
814432330808	3	false	ACTIVE	Calzoncillos de hombre en tejido fresco, transpirables, sin costuras y antibacterianos
821800635747	3	false	ACTIVE	Top de mujer sin espalda con cadena de pedrería y cuello halter
823079301823	3	false	ACTIVE	Tanga de tul de mujer, tiro bajo y sin costuras, con letras en la cintura
823870494056	3	false	ACTIVE	Pijama de mujer de tirantes y pantalón corto en canalé con estampado de corazones
825933302251	3	false	ACTIVE	Conjunto de lencería de efecto charol con falda ajustada, estilo disfraz
830093867966	3	false	ACTIVE	Tanga de mujer sin costuras con ribete de encaje, tiro bajo y tallas grandes
837956601290	3	false	ACTIVE	Top corsé de encaje con varillas, espalda al aire y transparencias
844728368066	3	false	ACTIVE	Tanga de mujer en encaje y tul, cómodo para el día a día y el deporte
846496800200	3	false	ACTIVE	Tanga de mujer con bordado calado y transparencias
859049198176	3	false	ACTIVE	Cartera de hombre compacta con canto metálico y varios huecos para tarjetas
862012884495	3	false	ACTIVE	Calcetines altos de punto en rojo con copos de nieve, cálidos para Navidad
862217978962	3	false	ACTIVE	Brazalete de acero inoxidable con corazón de circonitas y cierre de presión
863447618908	3	false	ACTIVE	Polo de hombre de manga corta en malla fresca, color liso
865472161377	3	false	ACTIVE	Zapatos de tacón fino de 10 cm en piel blanco roto, blandos y cómodos
867790280440	3	false	ACTIVE	Tanga de algodón de mujer con detalle de brillo, sin costuras y transpirable
872732308191	3	false	ACTIVE	Toallitas absorbentes de algodón para la espalda del bebé, en gasa suave
879360715675	3	false	ACTIVE	Braguita de mujer sin costuras de una pieza, tiro bajo y cintura ondulada
888378974135	3	false	ACTIVE	Bolso pequeño de mano en color caramelo, con cadena para llevar cruzado
890118523769	3	false	ACTIVE	Tanga de encaje de mujer de tiro medio, calado, en tallas grandes
895477801751	3	false	ACTIVE	Conjunto de lencería erótica de encaje de cuatro piezas con falda y medias
898069519393	3	false	ACTIVE	Bolso mini de mujer con acolchado de rombos, cadena y lazo
903897951560	3	false	ACTIVE	Bolso de lona bordado de mujer de gran capacidad, de mano o al hombro
910295961277	3	false	ACTIVE	Vestido largo de niña sin mangas con cuello alto y falda plisada
920936398355	3	false	ACTIVE	Tanga sin costuras de mujer con borde festoneado y colores combinados
920986308501	3	false	ACTIVE	Tanga de encaje calado de tiro bajo, disponible en varios colores
926462927607	3	false	ACTIVE	Tanga de algodón de tiro bajo con estampado, transpirable
933540323508	3	false	ACTIVE	Falda corta ajustada de tiro alto con acabado satinado y brillante
940070622045	3	false	ACTIVE	Tanga de mujer de encaje transparente con tiras finas y tiro bajo
944147226335	3	false	ACTIVE	Tanga de mujer en encaje jacquard con cintura calada, estilo francés
949003962646	3	false	ACTIVE	Conjunto de lencería de malla transparente sin aros, con tiras
949735090472	3	false	ACTIVE	Sujetador con aro blando y copa fina, con efecto realce y reductor
950168519572	3	false	ACTIVE	Tanga deportivo sin costuras de tiro bajo, tejido fresco y secado rápido
951505749556	3	false	ACTIVE	Sujetador sin aros de media copa con forma de corazón y efecto realce
961199230317	3	false	ACTIVE	Tanga sin costuras para yoga con estampado, cintura en V y pierna alta
970181999454	3	false	ACTIVE	Tanga de encaje de tiro bajo, invisible bajo la ropa
971862086995	3	false	ACTIVE	Braguita de talle medio en tejido sedoso con puntilla, muy transpirable
981491799124	3	false	ACTIVE	Tanga de hilo fino y tejido transparente, de tiro bajo
984365083879	3	false	ACTIVE	Body de lencería transparente con tiras y aberturas
987902220672	3	false	ACTIVE	Conjunto de hombre en punto acanalado: camisa de manga corta y pantalón
988218843391	3	false	ACTIVE	Tanga de encaje de tiro bajo con fondo de algodón, ligero y transpirable
991735703178	3	false	ACTIVE	Conjunto de sujetador de mujer con diseño de realce y sujeción
996321331132	3	false	ACTIVE	Zapatillas de lona de hombre, transpirables y con suela que da altura
996912926216	3	false	ACTIVE	Botas chelsea de hombre en serraje con suela gruesa, se calzan sin cordones
997703009507	3	false	ACTIVE	Zapatillas de piel de hombre de caña baja, con cordones y suela blanda
997705705044	3	false	ACTIVE	Zapatillas de piel de hombre con suela gruesa, ligeras y transpirables
998438954336	3	false	ACTIVE	Zapatillas de hombre de suela gruesa con alza, cómodas para el día a día
998549489788	3	false	ACTIVE	Zapatillas de caña baja para hombre, con suela gruesa y muy cómodas
999226013729	3	false	ACTIVE	Zapatillas de hombre de caña alta, acolchadas y con suela gruesa
1000527799109	2	false	ACTIVE	Conjunto de verano para niños: camiseta de manga corta de algodón y pantalón corto
1000969729388	2	false	ACTIVE	Blazer de mujer de corte holgado y aire universitario, para entretiempo
1001967999027	2	false	ACTIVE	Conjunto de lencería de dos piezas tipo bikini para mujer
1002025296149	2	false	ACTIVE	Conjunto de mujer: blazer entallado y pantalón de pernera ancha
1002238591694	2	false	ACTIVE	Botines chelsea de hombre de piel auténtica con suela gruesa y caña alta
1002497095967	2	false	ACTIVE	Short de yoga sin costuras de talle alto con cintura cruzada, efecto realce
1002525355033	2	false	ACTIVE	Top corsé de tirantes con varillas, estampado de leopardo y tul transparente
1002691534510	2	false	ACTIVE	Gafas de sol de hombre de montura al aire con protección ultravioleta, aire retro
1003200187352	2	false	ACTIVE	Vestido de niña y body de bebé a juego con estampado de rosas
1003435168866	2	false	ACTIVE	Top corsé de encaje calado con varillas, ajustado y con espalda descubierta
1003815003024	2	false	ACTIVE	Vaqueros de mujer elásticos en azul lavado con corte ligeramente acampanado
1003818046242	2	false	ACTIVE	Conjunto a juego de algodón: vestido de niña y body de bebé con flores
1004331132007	2	false	ACTIVE	Top palabra de honor con tirantes y pedrería, entallado, para fiesta
1005215026850	2	false	ACTIVE	Vestido corto negro de tirantes en efecto charol, ceñido y con espalda al aire
1005286187817	2	false	ACTIVE	Falda larga plisada de talle alto con estampado retro y cintura elástica
1005873550155	2	false	ACTIVE	Cárdigan de punto grueso con cremallera y cuello redondo para otoño-invierno
1007022237239	2	false	ACTIVE	Top corsé de tirantes con abalorios, varillas y copas con relleno integrado
1008539671401	2	false	ACTIVE	Top de raso sin mangas con cuello alto, puntilla de encaje y bajo asimétrico
1009632282039	2	false	ACTIVE	Top corsé de encaje con varillas y botones en la espalda, efecto ceñido
1009879653764	2	false	ACTIVE	Conjunto de mujer: blazer cruzado de solapas y pantalón largo
1010162100254	2	false	ACTIVE	Vestido ceñido de manga larga con detalles de encaje, elegante y favorecedor
1010749298828	2	false	ACTIVE	Top corsé de tul con flores en relieve, varillas y copas con relleno
1011422187745	2	false	ACTIVE	Vestido de verano para niña, de aire delicado y femenino
1011509791470	2	false	ACTIVE	Top corsé de ante sintético con varillas, hombros al aire y efecto realce
1011798158475	2	false	ACTIVE	Vestido de niña de algodón con manga abullonada, estilo colegial
1012490642715	2	false	ACTIVE	Top corsé con varillas y tirantes metálicos, de diseño elegante
1013112492993	2	false	ACTIVE	Body de bebé y vestido de niña de algodón, conjunto a juego
1013346230449	2	false	ACTIVE	Falda midi de talle alto con lunares calados y flecos, corte en A
1013602774955	2	false	ACTIVE	Vestido de fiesta para niña con tul, mariposas y manga volante
1014220638935	2	false	ACTIVE	Zapatillas blancas de mujer con suela gruesa, cómodas y versátiles
1014434289339	2	false	ACTIVE	Cazadora de hombre con cuello camisero y paneles de color, corte holgado
1014553087852	2	false	ACTIVE	Top corsé de encaje calado con estampado y varillas, de aire retro
1014665674585	2	false	ACTIVE	Blazer de mujer en color liso con corte entallado en la cintura
1014827365017	2	false	ACTIVE	Chaqueta acolchada corta con capucha, holgada y abrigada, unisex
1014919810774	2	false	ACTIVE	Zapatillas casual de mujer, ligeras y versátiles para el día a día
1015025317225	2	false	ACTIVE	Tanga de mujer de tejido liso, disponible en tallas grandes
1015430139044	2	false	ACTIVE	Conjunto a rayas para hermanos: camiseta de manga corta de niño y vestido de niña
1015530777824	2	false	ACTIVE	Reloj de pulsera de cuarzo para mujer, resistente al agua, con brazalete tipo joya
1015635274048	2	false	ACTIVE	Falda midi de gasa de talle alto con volantes y paneles asimétricos en contraste
1015799434834	2	false	ACTIVE	Falda pantalón deportiva con abertura lateral, ideal para yoga
1017002734010	2	false	ACTIVE	Falda de talle alto con corte de sirena, botones decorativos y bajo de encaje
1017551280640	2	false	ACTIVE	Zapatillas chunky de hombre ligeras y de suela blanda para uso diario
1017748614016	2	false	ACTIVE	Falda midi de tubo en efecto piel, talle alto y corte ceñido
1017867185651	2	false	ACTIVE	Falda midi de tubo de talle alto con botones laterales y abertura
1018997128028	2	false	ACTIVE	Falda midi de talle alto con botonadura asimétrica y ribetes en contraste
1021715796090	2	false	ACTIVE	Chanclas de hombre de EVA con suela gruesa, blanda y antideslizante
1021745396647	2	false	ACTIVE	Falda de tubo de talle alto con doble hilera de botones decorativos
1022479463970	2	false	ACTIVE	Camiseta de punto de algodón de manga corta y cuello redondo para hombre
1023136606762	2	false	ACTIVE	Polo de punto de manga corta a rayas para hombre, de aire elegante
1023136606766	2	false	ACTIVE	Polo de punto de hombre a rayas con cremallera y manga corta
1024050981524	2	false	ACTIVE	Chanclas de EVA de secado rápido y suela antideslizante
1027105957576	2	false	ACTIVE	Camiseta de manga larga ranglán para hombre con paneles en contraste
1027317832142	2	false	ACTIVE	Vestido largo de punto sin mangas a rayas con escote en pico y talle ceñido
1027695693075	2	false	ACTIVE	Vestido midi de fiesta sin mangas con escote en pico pronunciado, en color liso
1027766831895	2	false	ACTIVE	Conjunto de mujer: top rosa entallado y falda plisada con estampado floral
1028196819936	2	false	ACTIVE	Top de tirantes con escote en U y copas con relleno, corte ajustado
1028287575251	2	false	ACTIVE	Falda midi negra de tubo con corte de sirena y botones laterales
1028576765219	2	false	ACTIVE	Arnés de cuerpo punk con collar y cadena de cintura para actuaciones
1029530060354	2	false	ACTIVE	Tanga de talle bajo en color liso con calados y puntilla de encaje
1029604703576	2	false	ACTIVE	Sandalias de niña de tiras trenzadas con suela blanda, para la playa
1029875842115	2	false	ACTIVE	Zapatillas negras de mujer, ligeras y de suela blanda, versátiles
1030067043055	2	false	ACTIVE	Vestido largo estampado con escote en pico, volantes y talle ceñido
1030284058989	2	false	ACTIVE	Sandalias deportivas de niña con suela blanda y puntera abierta
1030660811872	2	false	ACTIVE	Vaqueros de mujer de talle alto y pernera recta con cintura en contraste y bordado
1031120099444	2	false	ACTIVE	Falda midi verde de raso de acetato con corte en A y talle alto
1031490530548	2	false	ACTIVE	Zapatillas de lona de mujer transpirables con suela gruesa y efecto alza
1032050238802	2	false	ACTIVE	Tanga de talle bajo y pierna alta con aplicaciones de strass
1032886022082	2	false	ACTIVE	Vestido largo estampado con abertura alta y bajo asimétrico, corte ceñido
1032931869222	2	false	ACTIVE	Tanga de mujer con pedrería, talle bajo y corte alto de pierna
1033694797803	2	false	ACTIVE	Blazer de mujer en azul intenso para uniforme de trabajo y vestir
1033748460924	2	false	ACTIVE	Vestido ceñido de manga corta con cuello redondo y rayas irregulares
1033850758940	2	false	ACTIVE	Braguitas de algodón de canalé en varios colores, talle bajo
1033903478360	2	false	ACTIVE	Sandalias de tacón transparentes con strass, también en tallas grandes
1033904834476	2	false	ACTIVE	Vestido sin mangas de niña a rayas con lazo bordado, estilo colegial
1034787586490	2	false	ACTIVE	Conjunto de lencería de encaje con sujetador de copa fina y efecto realce
1035189462554	2	false	ACTIVE	Vestido largo negro de tul estampado con corte de sirena y calados
1035622156366	2	false	ACTIVE	Sujetador sin aros de encaje floral, sin costuras y transpirable
1036347227125	2	false	ACTIVE	Conjunto de punto de mujer con cárdigan de cremallera y pantalón de pernera ancha
