external_id	slug	categoria	motivo	titulo
857526499265	unas-postizas-de-quita-y-pon-efecto-ojo-de-gato-con-cristales-857526499265	Falsa uña	cosmetica	Uñas postizas de quita y pon efecto ojo de gato con cristales
996865179995	unas-postizas-almendradas-de-manicura-francesa-con-lazo-y-linea-dorada-996865179995	Falsa uña	cosmetica	Uñas postizas almendradas de manicura francesa con lazo y línea dorada
713012776182	unas-postizas-de-gel-efecto-ojo-de-gato-24-piezas-con-lima-y-adhesivos-713012776182	Falsa uña	cosmetica	Uñas postizas de gel efecto ojo de gato, 24 piezas con lima y adhesivos
775329119980	unas-postizas-reutilizables-decoradas-a-mano-en-multiples-disenos-775329119980	Falsa uña	cosmetica	Uñas postizas reutilizables decoradas a mano en múltiples diseños
774629841962	unas-postizas-reutilizables-nude-con-frances-blanco-y-lazo-de-cinta-774629841962	Falsa uña	cosmetica	Uñas postizas reutilizables nude con francés blanco y lazo de cinta
827240970826	unas-postizas-almendradas-rosa-nacarado-con-corazones-y-perlas-827240970826	Falsa uña	cosmetica	Uñas postizas almendradas rosa nacarado con corazones y perlas
784169171363	unas-postizas-cortas-blancas-con-acabado-nacarado-reutilizables-784169171363	Falsa uña	cosmetica	Uñas postizas cortas blancas con acabado nacarado, reutilizables
843721372728	24-843721372728	Falsa uña	cosmetica	Juego de uñas postizas adhesivas con diseños (press-on), 24 piezas
735482673777	pinza-de-acero-inoxidable-para-extensiones-de-pestanas-punta-curva-735482673777	Pestañas postizas	cosmetica	Pinza de acero inoxidable para extensiones de pestañas, punta curva
681536443109	cinturon-de-masaje-abdominal-vibratorio-con-calor-infrarrojo-681536443109	Almohadilla de masaje	electrico-bateria	Cinturón de masaje abdominal vibratorio con calor infrarrojo
660362989954	masajeador-de-pies-electrico-plegable-con-calor-hidromasaje-y-terapia-de-luz-roja-660362989954	Almohadilla de masaje	electrico-bateria	Masajeador de pies eléctrico plegable con calor, hidromasaje y terapia de luz roja
1009929705056	altavoz-bluetooth-portatil-de-tela-resistente-al-agua-para-exterior-con-correa-1009929705056	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth portátil de tela, resistente al agua para exterior con correa
1052962929785	altavoz-bluetooth-portatil-rgb-se-t23-1052962929785	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth portátil RGB SE-T23
980821974465	lampara-astronauta-con-altavoz-bluetooth-carga-inalambrica-reloj-despertador-y-luz-de-ambiente-980821974465	Altavoz bluetooth	electrico-bateria	Lámpara astronauta con altavoz Bluetooth, carga inalámbrica, reloj despertador y luz de ambiente
1028647191104	altavoz-bluetooth-impermeable-de-bano-con-soporte-para-movil-1028647191104	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth impermeable de baño con soporte para móvil
950905193451	sh-309-rgb-950905193451	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth portátil mini SH-309 con luz RGB, para ciclismo y exterior
658939766107	tg534-658939766107	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth portátil TG534 de tela, sonido HD, correa de transporte
855858962407	altavoz-bluetooth-astronauta-con-ia-reloj-despertador-y-ranura-para-tarjeta-tf-855858962407	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth astronauta con IA, reloj despertador y ranura para tarjeta TF
956701850449	altavoz-bluetooth-portatil-con-luz-rgb-956701850449	Altavoz bluetooth	electrico-bateria	Altavoz Bluetooth portátil con luz RGB
837195911986	cepillo-de-dientes-electrico-sonico-set-pareja-837195911986	Cepillo de dientes eléctrico	electrico-bateria	Cepillo de dientes eléctrico sónico set pareja
669516181618	cepillo-de-dientes-electrico-sonico-infantil-diseno-patito-cerdas-suaves-impermeable-669516181618	Cepillo de dientes eléctrico	electrico-bateria	Cepillo de dientes electrico sonico infantil, diseno patito, cerdas suaves impermeable
834879496398	corrector-de-postura-de-espalda-y-hombros-con-cinturon-de-soporte-ajustable-834879496398	Corrector de postura	electrico-bateria	Corrector de postura de espalda y hombros con cinturón de soporte ajustable
855088117311	esterilizador-de-cepillos-de-dientes-uv-de-pared-sin-taladro-con-secado-855088117311	Desinfectador de cepillos de dientes	electrico-bateria	Esterilizador de cepillos de dientes UV de pared, sin taladro, con secado
914551054926	cepillo-masajeador-electrico-de-meridianos-con-ventosas-y-gua-sha-914551054926	Dispositivo de belleza	electrico-bateria	Cepillo masajeador eléctrico de meridianos con ventosas y gua sha
609160897093	aparato-de-fototerapia-facial-de-siete-colores-plegable-609160897093	Dispositivo de belleza	electrico-bateria	Aparato de fototerapia facial de siete colores plegable
1001506419160	afeitadora-depiladora-electrica-femenina-impermeable-de-doble-cabezal-uso-seco-y-humedo-recargable-1001506419160	Dispositivo de depilación	electrico-bateria	Afeitadora/depiladora eléctrica femenina impermeable de doble cabezal, uso seco y húmedo, recargable
783014866994	1500w-783014866994	Hervidor eléctrico	electrico-bateria	Hervidor de agua eléctrico 1500W con apagado automático, aislamiento térmico
714481372253	hervidor-electrico-raf-de-acero-inoxidable-apagado-automatico-714481372253	Hervidor eléctrico	electrico-bateria	Hervidor eléctrico RAF de acero inoxidable, apagado automático
856097912191	humidificador-difusor-de-aromas-con-gotas-de-lluvia-y-luz-led-de-7-colores-856097912191	Humidificador	electrico-bateria	Humidificador difusor de aromas con gotas de lluvia y luz LED de 7 colores
674317340250	masajeador-cervical-de-cuello-con-pulsos-y-calor-674317340250	Instrumento para el cuello hermoso	electrico-bateria	Masajeador cervical de cuello con pulsos y calor
658201324604	masajeador-cervical-de-cuello-inteligente-con-calor-658201324604	Instrumento para el cuello hermoso	electrico-bateria	Masajeador cervical de cuello inteligente con calor
672966923872	masajeador-cervical-mini-de-pulsos-portatil-672966923872	Instrumento para el cuello hermoso	electrico-bateria	Masajeador cervical mini de pulsos portátil
696646351712	masajeador-cervical-de-cuello-con-seis-cabezales-y-calor-para-casa-696646351712	Instrumento para el cuello hermoso	electrico-bateria	Masajeador cervical de cuello con seis cabezales y calor para casa
930530940405	irrigador-dental-portatil-electrico-recargable-resistente-al-agua-ipx7-930530940405	Irrigador dental	electrico-bateria	Irrigador dental portátil eléctrico recargable, resistente al agua IPX7
957296815697	molinillo-electrico-automatico-de-sal-y-pimienta-con-molienda-ajustable-juego-957296815697	Licuadora	electrico-bateria	Molinillo eléctrico automático de sal y pimienta con molienda ajustable (juego)
1038935073372	640w-usb-1038935073372	Licuadora	electrico-bateria	Licuadora portátil recargable multifunción, vaso exprimidor de 6 cuchillas 40W, mini batidora USB
737819068619	picadora-electrica-multifuncion-para-cocina-mini-procesador-de-alimentos-inalambrico-737819068619	Licuadora	electrico-bateria	Picadora eléctrica multifunción para cocina, mini procesador de alimentos inalámbrico
658308183769	microfono-inalambrico-de-solapa-para-movil-y-directos-658308183769	Micrófono	electrico-bateria	Microfono inalambrico de solapa para movil y directos
675086079745	microfono-de-solapa-inalambrico-k8-k9-para-movil-reduccion-de-ruido-para-directos-675086079745	Micrófono	electrico-bateria	Micrófono de solapa inalámbrico K8/K9 para móvil, reducción de ruido, para directos
937417910840	mini-ventilador-de-mano-turbo-s001-recargable-usb-con-pantalla-digital-937417910840	Mini ventilador	electrico-bateria	Mini ventilador de mano turbo S001 recargable USB con pantalla digital
1042687600954	mini-ventilador-de-mano-de-flores-con-base-y-soporte-de-movil-portatil-recargable-1042687600954	Mini ventilador	electrico-bateria	Mini ventilador de mano de flores con base y soporte de móvil, portátil recargable
929057203204	mini-ventilador-de-mano-portatil-con-spray-de-agua-y-recarga-usb-929057203204	Mini ventilador	electrico-bateria	Mini ventilador de mano portátil con spray de agua y recarga USB
716140656473	usb-716140656473	Mini ventilador	electrico-bateria	Mini ventilador de mano portátil recargable USB, silencioso, varios modelos
975704700552	s001-100-usb-led-975704700552	Mini ventilador	electrico-bateria	Ventilador de mano portátil S001 de alta velocidad, 100 niveles, recargable USB con pantalla LED
962449001081	x688-962449001081	Mini ventilador	electrico-bateria	Mini ventilador de mano X688 recargable, turbo sin escobillas, portátil de bolsillo
963707693779	s001-s006usb-963707693779	Mini ventilador	electrico-bateria	Mini ventilador de mano S001/S006 de alta velocidad, recargable, con función de compresa fría
872040299744	mini-ventilador-de-mano-turbo-usb-recargable-alta-velocidad-portatil-y-silencioso-872040299744	Mini ventilador	electrico-bateria	Mini ventilador de mano turbo USB recargable, alta velocidad, portátil y silencioso
1000692344316	mini-ventilador-de-mano-portatil-recargable-con-funcion-de-frio-1000692344316	Mini ventilador	electrico-bateria	Mini ventilador de mano portátil recargable con función de frío
729106849190	mini-ventilador-de-mesa-plegable-y-recargable-usb-portatil-silencioso-729106849190	Mini ventilador	electrico-bateria	Mini ventilador de mesa plegable y recargable USB, portátil, silencioso
776203642814	mini-ventilador-de-mano-con-orejas-de-animal-recargable-usb-776203642814	Mini ventilador	electrico-bateria	Mini ventilador de mano con orejas de animal, recargable USB
948338825463	fiambrera-electrica-calienta-comida-de-temperatura-constante-sin-agua-para-oficina-948338825463	Máquina de conservación	electrico-bateria	Fiambrera eléctrica calienta comida de temperatura constante, sin agua, para oficina
632112911321	maquina-cortapelo-electrica-recargable-profesional-con-pantalla-632112911321	Máquina de cortar pelo	electrico-bateria	Máquina cortapelo eléctrica recargable profesional con pantalla
674335368261	cortapelos-electrico-profesional-t9-recargable-para-hombre-674335368261	Máquina de cortar pelo	electrico-bateria	Cortapelos eléctrico profesional T9 recargable para hombre
683955201360	cortadora-de-cabello-electrica-recargable-con-cuerpo-de-metal-683955201360	Máquina de cortar pelo	electrico-bateria	Cortadora de cabello eléctrica recargable con cuerpo de metal
706728750095	maquina-cortapelo-electrica-recargable-con-cuerpo-metalico-706728750095	Máquina de cortar pelo	electrico-bateria	Máquina cortapelo eléctrica recargable con cuerpo metálico
918467142928	cortapelo-profesional-recargable-con-pantalla-lcd-918467142928	Máquina de cortar pelo	electrico-bateria	Cortapelo profesional recargable con pantalla LCD
818759103795	raf-r-4022-usb-818759103795	Máquina de cortar pelo	electrico-bateria	Cortapelo eléctrico multifunción RAF R.4022, recargable USB, cuchillas desmontables e impermeable
676624027800	cortapelos-electrico-profesional-t9-recargable-para-perfilar-y-rapar-676624027800	Máquina de cortar pelo	electrico-bateria	Cortapelos eléctrico profesional T9 recargable para perfilar y rapar
1043283395575	maquina-cortapelo-recargable-portatil-con-pantalla-digital-y-kit-completo-1043283395575	Máquina de cortar pelo	electrico-bateria	Máquina cortapelo recargable portátil con pantalla digital y kit completo
1015760716513	usb-1015760716513	Máquina de cortar pelo	electrico-bateria	Cortadora de pelo eléctrica de metal con pantalla digital, recargable USB
1043045939139	lzy-809-1043045939139	Máquina de cortar pelo	electrico-bateria	Cortapelo profesional recargable LZY-809 de alta potencia con kit completo de peluquería
778645525848	cortapelo-electrico-recargable-raf-r-4022-multifuncion-con-usb-778645525848	Máquina de cortar pelo	electrico-bateria	Cortapelo eléctrico recargable RAF R.4022 multifunción con USB
926843608225	afeitadora-electrica-para-mujer-cabezal-flotante-de-doble-hoja-lavable-recargable-926843608225	Navaja de afeitar	electrico-bateria	Afeitadora eléctrica para mujer, cabezal flotante de doble hoja, lavable, recargable
836259131324	tostadora-raf-de-2-rebanadas-acero-inoxidable-ranura-ancha-para-desayuno-836259131324	Olla eléctrica	electrico-bateria	Tostadora RAF de 2 rebanadas, acero inoxidable, ranura ancha para desayuno
656008943292	vaporera-de-huevos-electrica-multicapa-con-diseno-de-osito-656008943292	Olla eléctrica	electrico-bateria	Vaporera de huevos eléctrica multicapa con diseño de osito
861637810771	maquina-mini-antiadherente-para-gofres-y-tazones-de-waffle-desayunos-y-postres-861637810771	Olla eléctrica	electrico-bateria	Máquina mini antiadherente para gofres y tazones de waffle, desayunos y postres
831293794829	sandwichera-electrica-multifuncion-3-en-1-para-desayuno-panini-tostadas-y-hot-dog-831293794829	Olla eléctrica	electrico-bateria	Sandwichera eléctrica multifunción 3 en 1 para desayuno (panini, tostadas y hot dog)
796313117473	cocedor-de-huevos-electrico-mini-multifuncional-con-apagado-automatico-796313117473	Olla eléctrica	electrico-bateria	Cocedor de huevos eléctrico mini multifuncional con apagado automático
818831844427	3d-818831844427	Rizador de pelo	electrico-bateria	Peine alisador de pelo eléctrico con iones negativos, cepillo alisador cerámico 3D
916527762901	mini-plancha-rizadora-2-en-1-de-viaje-tamano-bolsillo-calentamiento-rapido-tonos-pastel-916527762901	Rizador de pelo	electrico-bateria	Mini plancha rizadora 2 en 1 de viaje, tamaño bolsillo, calentamiento rápido, tonos pastel
644032747788	mini-rizador-de-pelo-9mm-portatil-para-rizos-de-lana-644032747788	Rizador de pelo	electrico-bateria	Mini rizador de pelo 9mm portátil para rizos de lana
669720021944	mini-rizador-de-pelo-portatil-para-flequillo-moldeador-de-rizos-669720021944	Rizador de pelo	electrico-bateria	Mini rizador de pelo portatil para flequillo, moldeador de rizos
710173144593	peine-alisador-de-cobre-calefactor-humedo-y-seco-hot-comb-electrico-aleacion-de-titanio-710173144593	Rizador de pelo	electrico-bateria	Peine alisador de cobre calefactor húmedo y seco, hot comb eléctrico, aleación de titanio
768737710801	mini-plancha-alisadora-y-rizadora-de-pelo-portatil-768737710801	Rizador de pelo	electrico-bateria	Mini plancha alisadora y rizadora de pelo portátil
830863308054	mini-plancha-alisadora-de-pelo-de-viaje-compacta-calentamiento-rapido-colores-surtidos-830863308054	Rizador de pelo	electrico-bateria	Mini plancha alisadora de pelo de viaje, compacta, calentamiento rápido, colores surtidos
1052739016030	3d-1052739016030	Rizador de pelo	electrico-bateria	Plancha alisadora de pelo con infusión de aceite esencial, pantalla digital y placas 3D
595959657966	rizador-y-plancha-alisadora-2-en-1-para-el-cabello-calentamiento-rapido-color-rosa-595959657966	Rizador de pelo	electrico-bateria	Rizador y plancha alisadora 2 en 1 para el cabello, calentamiento rápido, color rosa
835945631843	plancha-alisadora-de-pelo-raf-con-iones-negativos-placas-ceramicas-45w-835945631843	Rizador de pelo	electrico-bateria	Plancha alisadora de pelo RAF con iones negativos, placas cerámicas, 45W
917524142866	peine-moldeador-y-alisador-de-pelo-electrico-ceramico-con-temperatura-constante-917524142866	Rizador de pelo	electrico-bateria	Peine moldeador y alisador de pelo eléctrico, cerámico con temperatura constante
739779802252	plancha-alisadora-y-ondulador-de-maiz-para-el-cabello-placas-ceramicas-calentamiento-rapido-739779802252	Rizador de pelo	electrico-bateria	Plancha alisadora y ondulador de maíz para el cabello, placas cerámicas, calentamiento rápido
848234216245	plancha-alisadora-y-rizadora-2-en-1-para-el-cabello-con-control-de-temperatura-848234216245	Rizador de pelo	electrico-bateria	Plancha alisadora y rizadora 2 en 1 para el cabello con control de temperatura
911286560556	plancha-alisadora-y-rizadora-de-pelo-2-en-1-911286560556	Rizador de pelo	electrico-bateria	Plancha alisadora y rizadora de pelo 2 en 1
947698190534	moldeador-de-pelo-multifuncion-inteligente-hs08-con-bluetooth-rizador-y-secador-todo-en-uno-947698190534	Rizador de pelo	electrico-bateria	Moldeador de pelo multifunción inteligente HS08 con Bluetooth, rizador y secador todo en uno
974786235616	rizador-de-pelo-frances-multifuncion-con-iones-negativos-ondas-ajustables-974786235616	Rizador de pelo	electrico-bateria	Rizador de pelo frances multifuncion con iones negativos, ondas ajustables
671487761173	peine-de-cobre-calefactor-humedo-y-seco-hot-comb-electrico-para-alisar-y-rizar-671487761173	Rizador de pelo	electrico-bateria	Peine de cobre calefactor húmedo y seco, hot comb eléctrico para alisar y rizar
707281317903	plancha-alisadora-y-ondulador-de-maiz-2-en-1-placas-ceramicas-calentamiento-rapido-707281317903	Rizador de pelo	electrico-bateria	Plancha alisadora y ondulador de maíz 2 en 1, placas cerámicas, calentamiento rápido
915105925375	secador-de-pelo-plegable-portatil-de-viaje-compacto-doble-voltaje-915105925375	Secador de pelo	electrico-bateria	Secador de pelo plegable portátil de viaje, compacto, doble voltaje
831414569729	secador-de-pelo-de-alta-velocidad-con-temperatura-constante-y-caja-de-regalo-831414569729	Secador de pelo	electrico-bateria	Secador de pelo de alta velocidad con temperatura constante y caja de regalo
980106409205	secador-de-pelo-profesional-de-alta-potencia-aire-frio-y-caliente-980106409205	Secador de pelo	electrico-bateria	Secador de pelo profesional de alta potencia, aire frío y caliente
669705046337	mini-secador-de-pelo-plegable-portatil-para-viaje-669705046337	Secador de pelo	electrico-bateria	Mini secador de pelo plegable portatil para viaje
735683954424	secador-de-pelo-con-set-completo-de-accesorios-boquillas-peines-y-kit-de-manicura-735683954424	Secador de pelo	electrico-bateria	Secador de pelo con set completo de accesorios (boquillas, peines y kit de manicura)
710129529489	secador-de-pelo-8020-de-alta-potencia-con-kit-de-accesorios-secado-rapido-710129529489	Secador de pelo	electrico-bateria	Secador de pelo 8020 de alta potencia con kit de accesorios, secado rápido
657688217692	gafas-de-lectura-de-alta-definicion-antifatiga-y-ultraligeras-657688217692	Gafas de lectura	sanitario-MDR	Gafas de lectura de alta definición, antifatiga y ultraligeras
708994400040	gafas-de-lectura-multifocales-fotocromaticas-con-filtro-de-luz-azul-708994400040	Gafas de lectura	sanitario-MDR	Gafas de lectura multifocales fotocromáticas con filtro de luz azul
799555794905	gafas-de-lectura-con-filtro-de-luz-azul-y-montura-semi-al-aire-799555794905	Gafas de lectura	sanitario-MDR	Gafas de lectura con filtro de luz azul y montura semi al aire
807539409987	gafas-de-lectura-ultraligeras-con-filtro-de-luz-azul-montura-ligera-que-no-aprieta-la-cara-807539409987	Gafas de lectura	sanitario-MDR	Gafas de lectura ultraligeras con filtro de luz azul y montura flexible
619328773591	gafas-de-lectura-para-mujer-con-filtro-de-luz-azul-619328773591	Gafas de lectura	sanitario-MDR	Gafas de lectura para mujer con filtro de luz azul
975434902797	gafas-de-lectura-ultraligeras-con-filtro-de-luz-azul-y-montura-grande-975434902797	Gafas de lectura	sanitario-MDR	Gafas de lectura ultraligeras con filtro de luz azul y montura grande
972861342418	gafas-de-lectura-fotocromaticas-anti-luz-azul-con-montura-de-veta-de-madera-972861342418	Gafas de lectura	sanitario-MDR	Gafas de lectura fotocromáticas anti luz azul con montura de veta de madera
874067471236	gafas-de-lectura-para-mujer-con-filtro-de-luz-azul-y-montura-grande-874067471236	Gafas de lectura	sanitario-MDR	Gafas de lectura para mujer con filtro de luz azul y montura grande
842200522323	-842200522323	Gafas de lectura	sanitario-MDR	Gafas de lectura sin montura, varillas decoradas, lentes fotocromáticas
777611686426	gafas-de-lectura-inteligentes-con-zoom-automatico-y-filtro-antiluz-azul-777611686426	Gafas de lectura	sanitario-MDR	Gafas de lectura inteligentes con zoom automático y filtro antiluz azul
898034336044	gafas-de-lectura-plegables-ultraligeras-con-estuche-llavero-898034336044	Gafas de lectura	sanitario-MDR	Gafas de lectura plegables ultraligeras con estuche llavero
671971699970	-671971699970	Gafas de lectura	sanitario-MDR	Gafas de lectura ultraligeras de metal con filtro de luz azul
684378284528	gafas-de-lectura-plegables-de-metal-con-filtro-de-luz-azul-684378284528	Gafas de lectura	sanitario-MDR	Gafas de lectura plegables de metal con filtro de luz azul
683354581116	gafas-de-lectura-para-presbicia-ultra-claras-de-montura-metalica-683354581116	Gafas de lectura	sanitario-MDR	Gafas de lectura para presbicia ultra claras de montura metálica
836579939834	gafas-de-lectura-sin-montura-hechas-a-mano-estilo-retro-con-filtro-anti-luz-azul-836579939834	Gafas de lectura	sanitario-MDR	Gafas de lectura sin montura hechas a mano, estilo retro con filtro anti luz azul
964767794651	gafas-de-lectura-ultraligeras-con-filtro-de-luz-azul-y-varillas-de-muelle-964767794651	Gafas de lectura	sanitario-MDR	Gafas de lectura ultraligeras con filtro de luz azul y varillas de muelle
941999114061	gafas-de-lectura-tr90-ultraligeras-con-filtro-de-luz-azul-para-hombre-y-mujer-941999114061	Gafas de lectura	sanitario-MDR	Gafas de lectura TR90 ultraligeras con filtro de luz azul para hombre y mujer
841314994336	gafas-de-lectura-ojo-de-gato-con-filtro-de-luz-azul-montura-degradada-de-acetato-841314994336	Gafas de lectura	sanitario-MDR	Gafas de lectura ojo de gato con filtro de luz azul, montura degradada de acetato
753858988554	gafas-de-lectura-cuadradas-con-filtro-de-luz-azul-montura-xl-753858988554	Gafas de lectura	sanitario-MDR	Gafas de lectura cuadradas con filtro de luz azul, montura XL
744002512046	gafas-de-lectura-sin-montura-con-varillas-decoradas-alta-gama-744002512046	Gafas de lectura	sanitario-MDR	Gafas de lectura sin montura con varillas decoradas, alta gama
681038258711	gafas-de-lectura-sin-montura-con-detalle-de-pedreria-681038258711	Gafas de lectura	sanitario-MDR	Gafas de lectura sin montura con detalle de pedrería
994908937556	gafas-de-lectura-de-moda-con-proteccion-de-luz-azul-994908937556	Gafas de lectura	sanitario-MDR	Gafas de lectura de moda con protección de luz azul
686325228989	gafas-de-lectura-tr90-ligeras-con-filtro-de-luz-azul-686325228989	Gafas de lectura	sanitario-MDR	Gafas de lectura TR90 ligeras con filtro de luz azul
979099992248	gafas-de-lectura-de-titanio-ultraligeras-sin-montura-979099992248	Gafas de lectura	sanitario-MDR	Gafas de lectura de titanio ultraligeras sin montura
696757318954	gafas-de-lectura-plegables-con-filtro-de-luz-azul-y-estuche-696757318954	Gafas de lectura	sanitario-MDR	Gafas de lectura plegables con filtro de luz azul y estuche
986862058090	gafas-de-lectura-progresivas-multifocales-con-filtro-de-luz-azul-y-montura-cuadrada-986862058090	Gafas de lectura	sanitario-MDR	Gafas de lectura progresivas multifocales con filtro de luz azul y montura cuadrada
973169556551	gafas-de-lectura-redondas-ultraligeras-con-filtro-de-luz-azul-estilo-vintage-973169556551	Gafas de lectura	sanitario-MDR	Gafas de lectura redondas ultraligeras con filtro de luz azul estilo vintage
845034297005	gafas-de-montura-ojo-de-gato-para-mujer-con-filtro-de-luz-azul-845034297005	Gafas de montura	sanitario-MDR	Gafas de montura ojo de gato para mujer con filtro de luz azul
999170378037	-999170378037	Gafas de montura	sanitario-MDR	Montura ojo de gato de acetato con filtro de luz azul, graduable, unisex
1044064936189	-1044064936189	Gafas de montura	sanitario-MDR	Montura de gafas grande y redondeada para mujer, con filtro de luz azul y graduable
615198541924	tr90-615198541924	Gafas de montura	sanitario-MDR	Gafas de miopía media montura con filtro de luz azul, metal y varillas TR90
976426324916	-976426324916	Gafas de montura	sanitario-MDR	Montura de gafas metálica doble puente con filtro de luz azul, graduable
998826850636	-998826850636	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato mariposa de acetato con filtro de luz azul, graduable
894022825644	-894022825644	Gafas de montura	sanitario-MDR	Montura de gafas poligonal ojo de gato con filtro de luz azul, graduable, mujer
809174582861	-809174582861	Gafas de montura	sanitario-MDR	Montura de gafas ovalada de acetato con filtro de luz azul, graduable, unisex
837730892651	-837730892651	Gafas de montura	sanitario-MDR	Montura ojo de gato ultraligera con filtro de luz azul, graduable, mujer
992595924240	montura-cuadrada-anti-luz-azul-retro-graduable-para-miopia-992595924240	Gafas de montura	sanitario-MDR	Montura cuadrada anti luz azul retro graduable para miopía
731296918788	-731296918788	Gafas de montura	sanitario-MDR	Montura de acetato cuadrada con filtro de luz azul, graduable, estampado leopardo
1015764816991	-1015764816991	Gafas de montura	sanitario-MDR	Montura de gafas acetato grueso rectangular, filtro luz azul, graduable
1016135001420	-1016135001420	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato para mujer, filtro luz azul, ultraligera y graduable
839650330266	tr90-8-839650330266	Gafas de montura	sanitario-MDR	Montura de gafas cuadrada retro TR90 con varillas de titanio, ultraligera 8 g
742296190593	-742296190593	Gafas de montura	sanitario-MDR	Montura de acetato con varillas imitación madera, filtro luz azul, graduable
962216492769	tr90-962216492769	Gafas de montura	sanitario-MDR	Montura de gafas poligonal TR90 ultraligera y graduable, unisex, 30 g
1001986812886	-1001986812886	Gafas de montura	sanitario-MDR	Montura ojo de gato metal calado, lente fotocromática con filtro luz azul
735244755441	-735244755441	Gafas de montura	sanitario-MDR	Montura ojo de gato media montura, filtro luz azul, graduable, mujer
1024809350296	-1024809350296	Gafas de montura	sanitario-MDR	Montura ojo de gato de acetato con filtro de luz azul, graduable, mujer
886779943097	-886779943097	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato media montura, mujer, filtro luz azul, graduable
717952090913	gafas-de-montura-con-filtro-de-luz-azul-fotocromaticas-717952090913	Gafas de montura	sanitario-MDR	Gafas de montura con filtro de luz azul fotocromaticas
985136853900	-985136853900	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato en acetato con banda dorada, graduable
1054386315529	-1054386315529	Gafas de montura	sanitario-MDR	Montura de gafas de acetato grueso con filtro de luz azul, graduable, unisex
887841164918	-887841164918	Gafas de montura	sanitario-MDR	Montura ojo de gato calada con filtro de luz azul, graduable, para mujer
964303236838	-964303236838	Gafas de montura	sanitario-MDR	Montura ojo de gato de acetato con perla, filtro luz azul, graduable
1016836068467	-1016836068467	Gafas de montura	sanitario-MDR	Montura de vista cuadrada en acetato, filtro luz azul, graduable
1055161478755	-1055161478755	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato con remaches y filtro de luz azul, graduable y unisex
994670410053	-994670410053	Gafas de montura	sanitario-MDR	Montura decorativa sin lentes de alambre plegable con cristales para fiesta
919008987264	-919008987264	Gafas de montura	sanitario-MDR	Montura de gafas doble puente estilo aviador, filtro luz azul, graduable
849954176844	-849954176844	Gafas de montura	sanitario-MDR	Montura de gafas ojo de gato calada, filtro luz azul, graduable, mujer
